### Trial# #Disabled Nodes Rate 30# #Avg. lookup time#
1 0.6636852986987927
2 0.7045060549500314
3 0.7261316796153596
4 0.8300235103337685
5 0.8626432448960758
6 0.8563125292297176
7 0.8814951761947334
8 1.231701229169527
9 1.1882172253421486
10 1.200557555458859
11 1.048994339544612
12 1.3545250506037623
13 1.3450281546278169
14 1.3734498558594175
15 1.612609088691557
16 1.80625893007416
17 1.2397838461846766
18 1.4227160531984584
19 1.543964954780256
20 1.633353874386495
21 1.5402857178348024
22 1.8010465146218215
23 1.8380112369245425
24 1.9804990360239807
25 1.9744031316606054
26 1.9917132882620294
27 1.994839350406859
28 1.94436059230306
29 2.2532958790675455
30 2.3311353919459887
31 2.0705500545717475
32 1.9149027934595317
33 2.515002808164004
34 2.484179265685371
35 2.151411342720605
36 2.1012405249641057
37 2.3232783474111227
38 2.6052411690034387
39 2.074538747620392
40 2.6106397129873757
41 2.4093639502359774
42 2.2289219339759243
43 2.691092072361728
44 2.5748949970288386
45 2.394173368395312
46 2.6829994498094805
47 2.7552367955328982
48 2.6120727779649986
49 2.3763550985161754
50 2.857428203223141
51 2.7634895665203616
52 2.5767450503051426
53 3.166928183626364
54 2.9646766043083677
55 2.719529553588548
56 3.0542166071630468
57 2.967988739925333
58 3.104221843150882
59 3.24430290686014
60 3.5911382952274766
61 2.7721241591813746
62 3.3561580969992657
63 3.376144808995365
64 3.1029803856877165
65 3.0093518742867253
66 2.9456235703433116
67 3.1990707721416713
68 3.678242901906554
69 3.652732910787879
70 3.6435250493614877
71 3.5304884564537704
72 3.3257838575577208
73 3.565910945490282
74 3.549649040407605
75 3.6847193475254736
76 3.4613474120682337
77 3.03812502915415
78 3.453698982082425
79 3.3085374471469495
80 3.649229569103682
81 3.284927205160787
82 3.275634673604832
83 3.5073441426928667
84 3.5390549760374217
85 4.181749452786999
86 3.6093216029034494
87 3.722011732595877
88 3.4887184456463407
89 3.8007475194108435
90 3.6087895223581796
91 3.7214869704655706
92 3.7715128607218
93 3.6693043260694718
94 3.67998867978416
95 3.9961998582269294
96 3.6777869531276677
97 3.890937228641779
98 3.58471174797268
99 3.4564382833050495
100 3.964503317258269
